Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,213,213,7800.0,7522.664350905966,1.9498019973980263,15002.609459996165,0.0,3.619667801621274,3.619667801621274,7800,7800,7800,7800,7800,7800,7800,7900,15000,15000,15000
,Aggregated,213,213,7800.0,7522.664350905966,1.9498019973980263,15002.609459996165,0.0,3.619667801621274,3.619667801621274,7800,7800,7800,7800,7800,7800,7800,7900,15000,15000,15000
